Key	Author	Title	Url	Date	Num Pages	Publisher	Place	Call Number	Manual Tags	Editor	Translator	Contributor
6I6E5DZS	Le Blond, Maurice (1877-1944)	Enquête sur la Comédie-française		1914	60	Éditions La Vie	Paris	http://catalogue.bnf.fr/ark:/12148/cb397736041/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"			
NC9GWGKB	"Le Brun, Ponce-Denis Écouchard (1729-1807); Ginguené, Pierre-Louis (1748-1816)"	Oeuvres de Ponce-Denis Écouchard Le Brun,... mises en ordre et publiées par P.-L. Guinguené,... et précédées d'une notice sur sa vie et ses ouvrages rédigée par l'éditeur,  tome IV	http://reader.digitale-sammlungen.de/resolve/display/bsb10093548.html	1811	456	G. Warée	Paris	http://catalogue.bnf.fr/ark:/12148/cb33996126m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
B4PKI24H	Leclerc, Joseph (jeune)	Principes de composition française et de rhétorique, ouvrage adopté pour être suivi au cours de l'abbé Gaultier, tome II		1860		Vve Maire-Nyon	Paris	http://catalogue.bnf.fr/ark:/12148/cb30765837k/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"			
R2AJ65JV	Legouvé, Ernest (1807-1903)	Jean Reynaud		1904	132	Charpentier	Paris	http://catalogue.bnf.fr/ark:/12148/cb30777456f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
CW5DWNKE	Legouvé, Ernest (1807-1903)	L'art de la lecture, nouv. éd. revue et augmentée		1909	301	J. Hetzel	Paris	http://catalogue.bnf.fr/ark:/12148/cb416611294/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_2; responsable_Alexandre-Critique"			
ZNW872ZU	Lelevel, Henri (ca. 1655-1677/80)	Réponse à la lettre du théologien, défenseur de la comédie	http://obvil.paris-sorbonne.fr/corpus/haine-theatre/lelevel_reponse-a-la-lettre-d-un-theologien_1694/	1694	46	T. Girard	Paris	http://catalogue.bnf.fr/ark:/12148/cb30782965s/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_DONE; etat_NUM-Commandée; responsable_Lecercle"			
88KKHIW5	"Leloir, Louis Sallot, dit ; Gravollet, Paul (18..-1936)"	Molière et Scaramouche, comédie en 1 acte, en vers. [Paris, Comédie-française, 15 janvier 1904.]		1903	32	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30783375p/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
5GPGHUKS	Lemaître, Jules (1853-1914)	L'Imagier, études et portraits contemporains (1892)		1892	36	H. Gautier	Paris	http://catalogue.bnf.fr/ark:/12148/cb30785052p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
QXNBHMXF	Lemaître, Jules (1853-1914)	Les péchés de Sainte-Beuve		1913	86	Dorbon aîné	Paris	http://catalogue.bnf.fr/ark:/12148/cb30785066c/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_3; responsable_Alexandre-Critique"			
3TQPV5RK	Livet, Charles-Louis (1828-1898)	Lexique de la langue de Molière comparée à celle des écrivains de son temps avec des commentaires de philologie historique et grammaticale, tome I	https://archive.org/details/lexiquedelalang03livegoog	1895	552	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb30824948m/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
FUV4UZVQ	Livet, Charles-Louis (1828-1898)	Lexique de la langue de Molière comparée à celle des écrivains de son temps avec des commentaires de philologie historique et grammaticale, tome II	https://archive.org/details/lexiquedelalang04livegoog	1896	752	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb30824948m/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
ZVJTB6EM	Livet, Charles-Louis (1828-1898)	Lexique de la langue de Molière comparée à celle des écrivains de son temps avec des commentaires de philologie historique et grammaticale, tome III	https://archive.org/details/lexiquedelalang02livegoog	1897	842	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb30824948m/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"			
EPPB999S	Lorrain, Jean (1855-1906)	Quelques lettres curieuses et inédites, présentées par J. F. Louis Merlet		1925	52	Henry Goulet, libraire-éditeur	Paris	http://catalogue.bnf.fr/ark:/12148/cb32065609v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; responsable_Alexandre-Critique"	Merlet, Jean-François-Louis (1845-1918)		
9N9JZCB8	Marcou, François, dit Léopold. Éditeur	Morceaux choisis de prose et de poésie française à l'usage des classes de huitième et de septième, par F.-L. Marcou,... Recueil conforme aux programmes du 2 août 1880		1884	304	Garnier frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb30880219c/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; priorite_3; responsable_Jey"			
KSNEBT4M	Marivaux, Pierre de (1688-1763)	Arlequin poli par l'amour : comédie-féerie en 1 acte, en prose, publiée conforme à la représentation française, avec une notice de M. Adolphe Brisson		1892	56	Tresse et Stock	Paris	http://catalogue.bnf.fr/ark:/12148/cb30886414n/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"	Brisson, Adolphe (1860-1925)		
T2S7UMXM	Marsan, Jules (1867-1939)	La bataille romantique : 2e série		1912		Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30890526p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
F9QVFV3U	Massé, Pierre (15??-après 1584)	De l’imposture et tromperie des Diables Devins, Enchanteurs, Sorciers, Noueurs d’esguillettes, Chevilleurs, Necromanciens, Chiromanciens et autres qui par telle invocation Diabolique, arts Magiques et Superstitions abusent le peuple		1579	250	Jean Poupy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30902503t/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; PB-BN-RESERVE; priorite_3; responsable_Lecercle"			
22AD7DVP	"Meilhac, Henri (1831-1897); Ganderax, Louis (1855-1940)"	"Contes parisiens du Second Empire ; préface de Louis Ganderax"		1904	168	les Amis des livres	Paris	http://catalogue.bnf.fr/ark:/12148/cb32438096r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			Ganderax, Louis (1855-1940)
ATSH3IQ2	Mercier, Louis-Sébastien (1740-1814)	Il Disertor franzese, commedia tradotta dal franzese [di L.-S. Mercier] in italiano dalla Signora Elisabetta Caminer		1772	66	a S. Tommaso d'Aquino	Bologna	http://catalogue.bnf.fr/ark:/12148/cb38655198k/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"		Caminèr, Elisabetta (1751-1796)	
V2T6777Q	Merlant, Joachim (1875-1919, MPF)	De Montaigne à Vauvenargues : essai sur la vie intérieure et la culture du moi	http://dbooks.bodleian.ox.ac.uk/books/PDFs/N10855948.pdf	1914	420	Société française d'imprimerie et de librairie	Paris	http://catalogue.bnf.fr/ark:/12148/cb309306722/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
RIFI92HP	Merlet, Gustave (1828-1891)	Études littéraires sur les grands classiques latins		1884	598	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30931002g/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
PXBM9CEX		"Extraits des classiques français : cours élémentaires : prose et poésie ; accompagnés de notes et notices par Gustave Merlet, 9e éd. rev. et corr."		1885	492	A. Fouraut	Paris	http://catalogue.bnf.fr/ark:/12148/cb359519789/PUBLIC	"BNF_2014-03_COM; corpus_Ecole; etat_NUM-Commandée; PB-BN-ARSENAL; priorite_3; responsable_Jey"	Merlet, Gustave (1828-1891)		
39REAMQQ	"Michelet, Jules (1798-1874); Bréal, Michel (1832-1915)"	"Légendes démocratiques du Nord. La France devant l'Europe ; étude par Michel Bréal"		1899	534	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30943271j/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
W5N8QEHE	"Michelet, Jules (1798-1874); Fouillée, Alfred (1838-1912)"	"Le prêtre, la femme et la famille. Les Jésuites ; étude par Alfred Fouillée"		1900	435	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb309433249/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
79EV4KVS	"Michelet, Jules (1798-1874); Lavisse, Ernest (1842-1922)"	"L'étudiant ; étude par Ernest Lavisse"		1899	327	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb309431749/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
Z7M7A9NC	"Michelet, Jules (1798-1874); Loti, Pierre (1850-1923)"	"La mer ; avant-propos de Pierre Loti,"		1898	444	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb309432799/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
NXJVMVGH	"Michelet, Jules (1798-1874); Monod, Gabriel (1844-1912)"	"Ma jeunesse, nouvelle édition ; préface de Gabriel Monod"		1927	316	Gedalge	Paris	http://catalogue.bnf.fr/ark:/12148/cb30943160m/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Sources"			
2NGMDF33	"Michelet, Jules (1798-1874); Séailles, Gabriel (1852-1923)"	"La sorcière ; étude par Gabriel Séailles"		1903	482	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30943332x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
PXKAUKXG	"Michelet, Jules (1798-1874); Sorel, Albert (1842-1906)"	"Histoire et philosophie : Introduction à l'histoire universelle, Vico, Luther ; étude par Albert Sorel"		1900	376	C. Lévy	Paris	http://catalogue.bnf.fr/ark:/12148/cb30943266z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
VXHTFHBE	"Molière (1622-1673); La Serre, Jean-Louis-Ignace de (1662-1756)"	Œuvres de Molière, nouvelle édition, tome 8		1739		David l'aîné	Paris	http://catalogue.bnf.fr/ark:/12148/cb30958099s/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"	Joly, Antoine		La Serre, Jean-Louis-Ignace de (1662-1756)
UECZ4GI8	Molière (1622-1673)	Oeuvres de Molière, nouvelle édition, où l'on a rétabli le texte original avec les variantes, augmentée d'un discours préliminaire et d'une vie de Molière, par M. Auger,…, tome 4		1825		Vve T. Desoer	Paris	http://catalogue.bnf.fr/ark:/12148/cb309581454/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; responsable_Forestier"	Auger, Louis-Simon (1772-1829)		
9DCTNPE2	Molière (1622-1673)	Le malade imaginaire : édition originale, réimpression textuelle par les soins de Louis Lacour		1877	175	Librairie des bibliophiles	Paris	http://catalogue.bnf.fr/ark:/12148/cb30958685r/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; responsable_Alexandre-Critique; responsable_Forestier"	La Pijardière, Louis Lacour de (1832-1892)		
DT8S9DWM	Molière (1622-1673)	Oeuvres complètes de Molière, revues sur les textes originaux par Adolphe Regnier, membre de l'Institut, tome I		1878	578	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb309582593/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Regnier, Adolphe (1804-1884)		
CIU9E4VN	Molière (1622-1673)	Oeuvres complètes de Molière, revues sur les textes originaux par Adolphe Regnier, membre de l'Institut, tome II		1878	537	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb309582593/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Regnier, Adolphe (1804-1884)		
GD3W2HUN	Molière (1622-1673)	Oeuvres complètes de Molière, revues sur les textes originaux par Adolphe Regnier, membre de l'Institut, tome III		1878	565	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb309582593/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Regnier, Adolphe (1804-1884)		
284NAD8R	Molière (1622-1673)	Oeuvres complètes de Molière, revues sur les textes originaux par Adolphe Regnier, membre de l'Institut, tome IV		1878	595	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb309582593/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Regnier, Adolphe (1804-1884)		
A45687R4	Molière (1622-1673)	Oeuvres complètes de Molière, revues sur les textes originaux par Adolphe Regnier, membre de l'Institut, tome V		1878	663	Imprimerie nationale	Paris	http://catalogue.bnf.fr/ark:/12148/cb309582593/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Regnier, Adolphe (1804-1884)		
Q2J3KDT4	Molière (1622-1673)	"La critique de l'École des femmes : comédie en un acte ; avec une notice et des notes, par Auguste Vitu,..."		1890		Librairie des bibliophiles	Paris	http://catalogue.bnf.fr/ark:/12148/cb30958509c/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; responsable_Alexandre-Critique; responsable_Forestier"	Vitu, Auguste (1823-1891)		
MME8UT5M	Molière (1622-1673)	Le misanthrope, avec une analyse, des notices, des notes des remarques grammaticales et un lexique par G. Lanson		1905	160	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb309588212/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique; responsable_Forestier"	Lanson, Gustave (1857-1934)		
VV7V6U9N	Monselet, Charles (1825-1888)	Le Calvaire des poètes, étude inédite		1892	36	H. Gautier	Paris	http://catalogue.bnf.fr/ark:/12148/cb309664283/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
IZ2R29RF	Montégut, Émile (1825-1895)	Types littéraires et fantaisies esthétiques	https://archive.org/details/typeslittraire00montuoft	1882	366	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30969013p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
6PRMTDS5	Montégut, Émile (1825-1895)	Écrivains modernes de l'Angleterre, 1re série : George Eliot. Charlotte Brontë. Un roman de la vie mondaine	http://dbooks.bodleian.ox.ac.uk/books/PDFs/590692047.pdf	1885	405	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30968988t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; modeGallica_image; priorite_2; responsable_Alexandre-Critique"			
VG945XX7	Montégut, Émile (1825-1895)	Écrivains modernes de l'Angleterre, 2e série : Mrs. Gaskell. Mrs. Browning. George Borrow. Alfred Tennyson	https://archive.org/details/crivainsmoderne02montgoog	1887	370	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30968988t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
DNJVDSSJ	Montégut, Émile (1825-1895)	Écrivains modernes de l'Angleterre, 3e série : Anthony Trollope. Miss Yonge. Charles Kingsley. Les Souvenirs d'un écolier anglais. Conybeare : un plaidoyer anglican contre l'incrédulité	https://archive.org/details/crivainsmoderne03montgoog	1892	381	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb30968988t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
HRVE6DUT	Montfleury (1639-1685)	L'Impromptu de l'Hôtel de Condé, comédie en 1 acte et en vers par A.-J. Montfleury. Réimprimée sur l'édition originale, 1664, et précédée d'une notice bibliographique de M. Paul Lacroix		1875	41	J. Gay et fils	San Remo	http://catalogue.bnf.fr/ark:/12148/cb324624961/PUBLIC	"BNF_2014-03_COM; corpus_Molière; etat_NUM-Commandée; PB-BN-RESERVE; responsable_Forestier"	Lacroix, Paul (1806-1884)		
N8DVFMWT	Morellet, André (1727-1819)	Observations sur un ouvrage nouveau intitulé : Traité du melo-drame, ou Réflexions sur la musique dramatique		1772	28	s. n.	s. l.	http://catalogue.bnf.fr/ark:/12148/cb30979213f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Musique"			
KM7ARCWP	Mortier, Alfred (1865-1937)	Le Démon dans ses incarnations dramatiques		1924		J. Peyronnet	Paris	http://catalogue.bnf.fr/ark:/12148/cb30984389z/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
EX5K47FE	Mortier, Alfred (1865-1937)	Études italiennes. Un mécène de la Renaissance. Un ancêtre de George Dandin. Trois poétesses de l'amour. Portraits d'écrivains. La poésie contemporaine. Le théâtre moderne. Luigi Pirandello		1930	303	A. Messein	Paris	http://catalogue.bnf.fr/ark:/12148/cb324683699/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			
BJDI7P8I	Mortier, Alfred (1865-1937)	Marginales		1935	296	Les Presses modernes	Paris	http://catalogue.bnf.fr/ark:/12148/cb32468383v/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
DD9MF9MZ	Mortier, Alfred (1865-1937)	Le théâtre de Victor Hugo : conférence inédite		18..	19	s. n.	s. l.	http://catalogue.bnf.fr/ark:/12148/cb38661227k/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_2; responsable_Alexandre-Critique"			
ZZV72DTN	"Mortier, Arnold (1843-1885); Ennery , Adolphe d ' (1811-1899)"	"Les Soirées parisiennes de 1879, par un Monsieur de l'orchestre ; préface par Ad. d'Ennery"	https://archive.org/details/lessoiresparis06mortuoft	1880	516	E. Dentu	Paris	http://catalogue.bnf.fr/ark:/12148/cb32870665q/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; etat_TODO-OCR; priorite_2; responsable_Alexandre-Critique"			Ennery , Adolphe d ' (1811-1899)
WIB3R4BW	"Mouhy, Charles de Fieux (1701-1784 ; chevalier de)"	Les Dangers des spectacles, ou les Mémoires de M. le duc de Champigny, tome II		1780		L. Jorry	Paris	http://catalogue.bnf.fr/ark:/12148/cb30987486x/PUBLIC	"BNF_2014-03_COM; corpus_Haine-théâtre; etat_NUM-Commandée; priorite_3; responsable_Lecercle"			
4V4AZR5K	Mouravit, Gustave	Molière et les stances : «C'est un amant...»		1881	17	s. n.	s. l.	http://catalogue.bnf.fr/ark:/12148/cb38651616t/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; PB-BN-RICHELIEU; responsable_Alexandre-Critique; responsable_Forestier"			
KAA7M935	Müller, Christian (1786-18..)	De la littérature allemande, deux fragmens du cours de littérature allemande donné à Genève	http://books.google.fr/books?id=p8IPdygwPbIC&printsec=frontcover&hl=fr&source=gbs_ge_summary_r&cad=0#v=onepage&q&f=false	1826	83	J. J. Paschoud	Genève	http://catalogue.bnf.fr/ark:/12148/cb30992450x/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			
6VCUVKWT	"Musset, Alfred de (1810-1857); Brisson, Adolphe (1860-1925)"	"Le Musset des jeunes filles : poésie, théâtre; préface par Adolphe Brisson"		1907	256	Bibliothèque des Annales politiques et littéraires	Paris	http://catalogue.bnf.fr/ark:/12148/cb30999359f/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_2; responsable_Alexandre-Critique"			Brisson, Adolphe (1860-1925)
A3I3U9BP	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome I	https://books.google.fr/books?id=oH0OAAAAIAAJ	1813	256	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
4AWRBVHK	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome II	https://books.google.fr/books?id=oH0OAAAAIAAJ	1813	260	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
65G45ERF	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome III	https://books.google.fr/books?id=K2nSMOj8FXkC	1813	332	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
HB3FQQDR	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome IV	https://books.google.fr/books?id=K2nSMOj8FXkC	1813	238	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
MAEJPBZA	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome IX	https://books.google.fr/books?id=_34OAAAAIAAJ	1813	248	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
Z5H6TGPW	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome V	https://books.google.fr/books?id=O34OAAAAIAAJ	1813	283	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
737X85I8	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome VI	https://books.google.fr/books?id=O34OAAAAIAAJ	1813	383	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
PP75E2ZN	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome VII	https://books.google.fr/books?id=pH4OAAAAIAAJ	1813	276	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
I5R72IH5	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome VIII	https://books.google.fr/books?id=pH4OAAAAIAAJ	1813	307	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
QXMU2PAZ	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome X, 1re partie	https://books.google.fr/books?id=_34OAAAAIAAJ	1813	282	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
5XI5ES45	Napoli Signorelli, Pietro (1731-1815)	Storia critica de' teatri antichi e moderni, divisa in dieci tomi (3e éd.), tome X, 2e partie	https://books.google.fr/books?id=_34OAAAAIAAJ	1813	255	impr. Vincenzo Orsino	Naples	http://catalogue.bnf.fr/ark:/12148/cb387055515/PUBLIC	"BNF_2014-03_COM; corpus_Theatre-italien; etat_NUM-Commandée; PB-BN-RICHELIEU; priorite_3; responsable_Fabiano"			
PA9DJH65	Nisard, Désiré (1806-1888)	Études d'histoire et de littérature	https://books.google.fr/books?id=2fxEAAAAYAAJ	1859	445	M. Lévy frères	Paris	http://catalogue.bnf.fr/ark:/12148/cb310196414/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; priorite_1; responsable_Alexandre-Critique"			
FEA34ZVX	Noël, Eugène (1816-1899)	La dernière comédie de Molière, conférence…		1851	31	impr. de L. Brière	Rouen	http://catalogue.bnf.fr/ark:/12148/cb38651249p/PUBLIC	"BNF_2014-03_COM; corpus_Critique; corpus_Molière; etat_NUM-Commandée; PB-BN-RICHELIEU; responsable_Alexandre-Critique; responsable_Forestier"			
8ZKQXX87	"Pascal, Blaise (1623-1662); Lanson, Gustave (1857-1934)"	"Discours sur les passions de l'amour ; avant-propos de Gustave Lanson"		1927	55	É. Hazan	Paris	http://catalogue.bnf.fr/ark:/12148/cb310628562/PUBLIC	"BNF_2014-03_COM; corpus_Critique; etat_NUM-Commandée; PB-BN-RESERVE; priorite_2; responsable_Alexandre-Critique"			Lanson, Gustave (1857-1934)
QJ9BDBRU	Pellissier, Georges (1852-1918)	Le mouvement littéraire au XIXe siècle	https://books.google.fr/books?id=0eM9AAAAIAAJ	1890	383	Hachette	Paris	http://catalogue.bnf.fr/ark:/12148/cb310764386/PUBLIC	"BNF_2014-03_COM; CHARGÉ; corpus_Critique; corpus_Sciences; etat_NUM-Commandée; etat_TODO-OCR; priorite_1; responsable_Alexandre-Critique; responsable_Riguet-Lettres"			
